"Car [id=974, make=Hyundai, model=Scoupe, color=Violet, year=1992, price=54831.4]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=460, make=Volkswagen, model=Cabriolet, color=Red, year=1995, price=48176.33]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=321, make=Lincoln, model=Continental, color=Green, year=1996, price=65909.19]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=522, make=Pontiac, model=Firefly, color=Pink, year=1990, price=14182.04]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=461, make=Chevrolet, model=Camaro, color=Indigo, year=2000, price=8981.21]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=820, make=Oldsmobile, model=Cutlass, color=Maroon, year=1997, price=80126.29]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=491, make=Ford, model=Econoline E150, color=Green, year=1995, price=24884.39]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=641, make=Dodge, model=Stratus, color=Mauv, year=1998, price=46343.13]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=716, make=Hyundai, model=Sonata, color=Red, year=1996, price=39077.13]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=732, make=Mitsubishi, model=Galant, color=Mauv, year=1997, price=15553.56]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=128, make=Mitsubishi, model=Mighty Max Macro, color=Green, year=1993, price=28450.07]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=351, make=Toyota, model=Paseo, color=Khaki, year=1993, price=37711.34]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=19, make=Lamborghini, model=Diablo, color=Teal, year=1999, price=27438.22]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=149, make=Pontiac, model=Grand Am, color=Yellow, year=2000, price=80581.15]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=759, make=Chrysler, model=Sebring, color=Yellow, year=1997, price=69509.11]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=874, make=Ford, model=E-Series, color=Green, year=1994, price=78368.26]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=851, make=Acura, model=Legend, color=Goldenrod, year=1990, price=71124.08]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=96, make=Mazda, model=Miata MX-5, color=Puce, year=1995, price=36391.78]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=400, make=Nissan, model=300ZX, color=Fuscia, year=1994, price=27127.9]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=696, make=Pontiac, model=Firefly, color=Purple, year=1984, price=44267.5]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=664, make=GMC, model=Sonoma Club Coupe, color=Yellow, year=1997, price=44341.0]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=150, make=Nissan, model=Sentra, color=Goldenrod, year=1994, price=72513.19]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=389, make=Kia, model=Sportage, color=Green, year=1997, price=66723.19]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=484, make=Honda, model=CR-X, color=Aquamarine, year=1985, price=23012.32]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=471, make=Toyota, model=Land Cruiser, color=Teal, year=1995, price=84091.61]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=927, make=Mazda, model=Miata MX-5, color=Orange, year=1999, price=87678.43]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=892, make=Ford, model=Mustang, color=Indigo, year=1974, price=93853.16]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=681, make=Ford, model=Econoline E150, color=Teal, year=1994, price=37000.17]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=707, make=Ford, model=Contour, color=Yellow, year=1995, price=42143.62]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=564, make=Mitsubishi, model=Chariot, color=Turquoise, year=1993, price=87653.9]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=667, make=Mercury, model=Topaz, color=Puce, year=1991, price=20119.8]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=260, make=Honda, model=Accord, color=Mauv, year=1986, price=29485.24]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=387, make=Ford, model=Explorer, color=Pink, year=1991, price=81241.05]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=809, make=Eagle, model=Vision, color=Pink, year=1997, price=75711.73]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=224, make=Chevrolet, model=Tahoe, color=Mauv, year=1998, price=97928.28]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=694, make=Fillmore, model=Fillmore, color=Turquoise, year=1960, price=97211.76]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=122, make=Chrysler, model=New Yorker, color=Maroon, year=1992, price=19728.22]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=508, make=Jaguar, model=XK Series, color=Khaki, year=1999, price=6416.3]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=291, make=Mitsubishi, model=L300, color=Khaki, year=1990, price=99932.82]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=143, make=Buick, model=Skylark, color=Yellow, year=1997, price=9031.94]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=419, make=Pontiac, model=Montana, color=Mauv, year=1999, price=62186.18]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=237, make=Cadillac, model=Catera, color=Teal, year=1998, price=83323.14]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=932, make=Volkswagen, model=Scirocco, color=Aquamarine, year=1985, price=18870.21]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=647, make=Suzuki, model=Sidekick, color=Indigo, year=1992, price=66528.07]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=637, make=Ford, model=Ranger, color=Mauv, year=1996, price=88121.29]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=16, make=Ford, model=Laser, color=Teal, year=1988, price=16117.68]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=94, make=Nissan, model=Pathfinder, color=Green, year=2000, price=43884.95]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=154, make=Oldsmobile, model=Silhouette, color=Khaki, year=1997, price=49429.29]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=261, make=Mercedes-Benz, model=M-Class, color=Violet, year=1998, price=97742.04]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=661, make=Pontiac, model=Bonneville, color=Red, year=1998, price=23585.56]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=236, make=GMC, model=Sonoma, color=Blue, year=1994, price=95535.7]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=973, make=Plymouth, model=Grand Voyager, color=Aquamarine, year=2000, price=85536.24]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=133, make=Audi, model=90, color=Fuscia, year=1994, price=43086.2]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=319, make=Lincoln, model=Town Car, color=Turquoise, year=1993, price=70850.82]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=544, make=Buick, model=Park Avenue, color=Aquamarine, year=1995, price=49461.18]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=323, make=Ford, model=F150, color=Pink, year=1999, price=60658.32]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=534, make=Nissan, model=Sentra, color=Yellow, year=2000, price=84550.23]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=577, make=Cadillac, model=Fleetwood, color=Khaki, year=1993, price=47865.52]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=770, make=Toyota, model=Celica, color=Goldenrod, year=1999, price=78824.89]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=659, make=Volkswagen, model=Beetle, color=Mauv, year=1965, price=15697.27]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=276, make=Maserati, model=Quattroporte, color=Red, year=1984, price=24164.83]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=562, make=Mitsubishi, model=Pajero, color=Turquoise, year=1986, price=11195.31]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=749, make=Chevrolet, model=Corvette, color=Crimson, year=1994, price=62990.81]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=752, make=Dodge, model=Dakota Club, color=Puce, year=1997, price=88941.24]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=186, make=GMC, model=1500 Club Coupe, color=Turquoise, year=1997, price=84115.1]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=74, make=Saturn, model=S-Series, color=Fuscia, year=1999, price=18921.49]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=174, make=Chevrolet, model=Suburban 2500, color=Maroon, year=1993, price=88470.34]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=731, make=Dodge, model=Ram Van B350, color=Puce, year=1992, price=91022.93]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=709, make=Saab, model=900, color=Red, year=1991, price=45455.4]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=475, make=Buick, model=Roadmaster, color=Red, year=1995, price=83600.35]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=409, make=Chevrolet, model=Corvette, color=Red, year=1968, price=52604.15]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=277, make=Mitsubishi, model=GTO, color=Indigo, year=1990, price=21081.48]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=778, make=GMC, model=Sonoma, color=Teal, year=1992, price=52346.81]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=427, make=Ford, model=Bronco, color=Goldenrod, year=1992, price=22221.97]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=899, make=Dodge, model=Grand Caravan, color=Pink, year=1993, price=71138.71]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=600, make=Mazda, model=Protege, color=Violet, year=2000, price=49743.28]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=275, make=Buick, model=LeSabre, color=Crimson, year=2000, price=38866.73]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=338, make=Buick, model=Electra, color=Red, year=1985, price=93820.23]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=578, make=Ford, model=Mustang, color=Goldenrod, year=1992, price=54581.81]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=340, make=Chevrolet, model=Camaro, color=Orange, year=1969, price=64793.27]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=656, make=Subaru, model=Outback, color=Turquoise, year=2000, price=60016.94]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=313, make=Pontiac, model=Sunfire, color=Violet, year=1996, price=88916.29]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=314, make=Mitsubishi, model=Expo, color=Orange, year=1992, price=97237.11]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=748, make=Mercury, model=Cougar, color=Puce, year=1968, price=90575.17]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=627, make=Pontiac, model=GTO, color=Khaki, year=1969, price=15705.65]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=193, make=Ford, model=Aspire, color=Fuscia, year=1995, price=45388.6]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=947, make=Daewoo, model=Nubira, color=Pink, year=1999, price=92830.47]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=959, make=Cadillac, model=DeVille, color=Violet, year=1998, price=88184.37]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=136, make=Pontiac, model=Firebird Trans Am, color=Maroon, year=1986, price=62525.95]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=639, make=Mercedes-Benz, model=E-Class, color=Violet, year=1994, price=10498.66]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=801, make=Subaru, model=Legacy, color=Yellow, year=1997, price=10562.14]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=881, make=Chevrolet, model=Express 2500, color=Green, year=1997, price=7310.95]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=822, make=Isuzu, model=Trooper, color=Yellow, year=1993, price=27531.59]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=110, make=Audi, model=90, color=Red, year=1990, price=33268.78]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=416, make=Nissan, model=Maxima, color=Fuscia, year=2000, price=35225.29]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=604, make=Volvo, model=V70, color=Turquoise, year=2000, price=70224.1]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=240, make=Dodge, model=Neon, color=Maroon, year=1999, price=60665.67]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=804, make=Isuzu, model=Rodeo, color=Puce, year=1992, price=17780.79]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=135, make=Ford, model=Probe, color=Violet, year=1995, price=98156.86]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=615, make=Porsche, model=924 S, color=Aquamarine, year=1987, price=72830.12]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=89, make=Mitsubishi, model=Pajero, color=Goldenrod, year=1995, price=39089.61]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=451, make=Suzuki, model=SJ, color=Green, year=1990, price=76253.35]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=751, make=GMC, model=1500 Club Coupe, color=Indigo, year=1994, price=33072.86]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=553, make=Chevrolet, model=Camaro, color=Indigo, year=1968, price=18600.48]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=28, make=Chrysler, model=LHS, color=Khaki, year=1997, price=25354.06]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=97, make=Isuzu, model=Space, color=Crimson, year=1992, price=41860.48]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=988, make=Volkswagen, model=Passat, color=Purple, year=1987, price=88405.64]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=684, make=Buick, model=Century, color=Purple, year=1991, price=87811.79]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=49, make=Audi, model=4000, color=Maroon, year=1987, price=46679.66]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=211, make=Ford, model=Mustang, color=Indigo, year=1990, price=22388.51]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=827, make=Dodge, model=Neon, color=Green, year=1998, price=74904.6]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=592, make=Plymouth, model=Voyager, color=Puce, year=1995, price=41797.97]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=669, make=BMW, model=5 Series, color=Teal, year=1993, price=95141.97]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=23, make=Corbin, model=Sparrow, color=Puce, year=1999, price=12295.96]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=929, make=Isuzu, model=Oasis, color=Blue, year=1998, price=98709.39]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=298, make=Volkswagen, model=GTI, color=Indigo, year=1993, price=8575.04]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=393, make=Audi, model=A6, color=Crimson, year=1997, price=7408.03]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=708, make=Lexus, model=LS, color=Green, year=1998, price=70527.23]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=481, make=Honda, model=Civic, color=Red, year=1980, price=39472.44]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=310, make=Pontiac, model=Grand Prix, color=Pink, year=1992, price=12585.05]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=855, make=Austin, model=Mini Cooper, color=Purple, year=1961, price=31402.86]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=91, make=Lamborghini, model=Diablo, color=Teal, year=1997, price=39410.57]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=526, make=GMC, model=Sierra 1500, color=Fuscia, year=2000, price=28618.34]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=197, make=Pontiac, model=Firebird Formula, color=Turquoise, year=1999, price=48739.7]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=572, make=Mazda, model=B-Series, color=Mauv, year=1994, price=94992.94]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=326, make=Mercedes-Benz, model=S-Class, color=Aquamarine, year=1994, price=33998.06]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=624, make=Ford, model=Econoline E350, color=Mauv, year=1995, price=77866.34]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=232, make=Dodge, model=D250, color=Purple, year=1992, price=48791.94]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=650, make=Mercury, model=Topaz, color=Orange, year=1994, price=78799.18]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=367, make=Dodge, model=Avenger, color=Maroon, year=1998, price=9780.74]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=430, make=Ford, model=Bronco, color=Crimson, year=1994, price=12672.24]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=757, make=BMW, model=7 Series, color=Indigo, year=1992, price=56138.44]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=325, make=Toyota, model=Corolla, color=Aquamarine, year=1995, price=51317.29]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=545, make=Cadillac, model=Seville, color=Aquamarine, year=1999, price=84341.39]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=697, make=Mercedes-Benz, model=E-Class, color=Red, year=1986, price=43520.21]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=981, make=Lincoln, model=Town Car, color=Aquamarine, year=1994, price=13755.7]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=552, make=Saab, model=900, color=Orange, year=1992, price=98743.12]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=605, make=Cadillac, model=DeVille, color=Yellow, year=1995, price=92516.17]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=252, make=Mitsubishi, model=Mirage, color=Indigo, year=1996, price=89321.26]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=596, make=Chevrolet, model=Venture, color=Goldenrod, year=1997, price=68050.32]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=4, make=Toyota, model=Previa, color=Indigo, year=1997, price=34881.54]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=30, make=Ford, model=Escort, color=Mauv, year=1999, price=63684.54]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=673, make=Ford, model=Taurus, color=Fuscia, year=1990, price=25634.04]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=51, make=Pontiac, model=Firebird, color=Khaki, year=1987, price=95547.92]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=915, make=Dodge, model=Ram 3500 Club, color=Blue, year=1997, price=93069.74]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=163, make=Maserati, model=430, color=Orange, year=1990, price=18209.93]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=831, make=Toyota, model=Truck Xtracab SR5, color=Turquoise, year=1989, price=65164.68]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=480, make=Pontiac, model=Grand Am, color=Khaki, year=1993, price=27191.0]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=967, make=Acura, model=NSX, color=Goldenrod, year=1992, price=94556.35]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=618, make=Mitsubishi, model=Eclipse, color=Aquamarine, year=1989, price=50390.92]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=583, make=Oldsmobile, model=LSS, color=Green, year=1999, price=75883.56]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=985, make=GMC, model=3500, color=Maroon, year=1992, price=49914.69]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=368, make=GMC, model=2500 Club Coupe, color=Turquoise, year=1995, price=32190.62]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=500, make=Land Rover, model=Defender, color=Pink, year=1995, price=67623.16]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=721, make=Ford, model=Mustang, color=Violet, year=1971, price=11266.79]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=830, make=Toyota, model=Tacoma Xtra, color=Orange, year=1998, price=23056.7]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=987, make=Ford, model=Econoline E350, color=Khaki, year=2000, price=66270.95]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=45, make=Subaru, model=Justy, color=Teal, year=1988, price=63901.09]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=847, make=Mercedes-Benz, model=S-Class, color=Puce, year=1993, price=16750.48]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=944, make=Kia, model=Sephia, color=Crimson, year=1995, price=37333.15]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=785, make=Buick, model=Regal, color=Puce, year=1989, price=76808.94]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=206, make=Mitsubishi, model=Galant, color=Orange, year=1997, price=18564.09]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=12, make=Hummer, model=H1, color=Red, year=1998, price=14187.98]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=372, make=Subaru, model=Justy, color=Indigo, year=1990, price=77008.2]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=235, make=Plymouth, model=Voyager, color=Goldenrod, year=1993, price=86843.73]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=32, make=Chevrolet, model=Monte Carlo, color=Khaki, year=1997, price=48987.74]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=218, make=Lexus, model=LS, color=Indigo, year=1998, price=23363.65]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=867, make=Chevrolet, model=Caprice, color=Teal, year=1977, price=97794.12]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=951, make=Mercedes-Benz, model=SL-Class, color=Goldenrod, year=1990, price=76216.23]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=478, make=Mazda, model=B-Series Plus, color=Aquamarine, year=1996, price=79575.69]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=555, make=Subaru, model=Justy, color=Orange, year=1988, price=29911.23]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=238, make=Citroën, model=SM, color=Red, year=1972, price=73926.23]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=567, make=Mitsubishi, model=Eclipse, color=Khaki, year=1989, price=27385.94]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=700, make=Mitsubishi, model=Pajero, color=Teal, year=1987, price=34628.05]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=308, make=Mitsubishi, model=L300, color=Red, year=1987, price=85564.5]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=345, make=Dodge, model=Shadow, color=Yellow, year=1994, price=45028.55]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=541, make=Eagle, model=Vision, color=Orange, year=1995, price=19407.34]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=435, make=Ford, model=Tempo, color=Mauv, year=1992, price=44188.64]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=296, make=Infiniti, model=J, color=Yellow, year=1997, price=39427.19]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=668, make=Lotus, model=Esprit, color=Pink, year=1992, price=11885.39]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=997, make=Buick, model=Skylark, color=Violet, year=1995, price=87749.31]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=599, make=Suzuki, model=Esteem, color=Purple, year=1999, price=87295.02]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=939, make=Chevrolet, model=G-Series 2500, color=Goldenrod, year=1996, price=41286.07]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=105, make=Ford, model=Explorer, color=Crimson, year=1998, price=29126.03]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=671, make=Mazda, model=929, color=Mauv, year=1994, price=13824.26]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=239, make=Toyota, model=Camry, color=Teal, year=1997, price=93345.3]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=998, make=Honda, model=CR-V, color=Green, year=1997, price=99297.81]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=354, make=Pontiac, model=GTO, color=Maroon, year=1968, price=7372.66]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=704, make=Mercedes-Benz, model=M-Class, color=Violet, year=1999, price=92121.1]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=503, make=Honda, model=Accord, color=Orange, year=1994, price=83153.53]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=701, make=Ford, model=F-Series, color=Indigo, year=1994, price=42311.28]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=329, make=Acura, model=RL, color=Indigo, year=2000, price=43733.78]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=336, make=Pontiac, model=Grand Prix Turbo, color=Crimson, year=1990, price=58300.63]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=395, make=Mazda, model=B-Series, color=Pink, year=1993, price=39503.32]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=216, make=Toyota, model=MR2, color=Teal, year=1992, price=89987.32]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=365, make=Mercury, model=Sable, color=Indigo, year=1988, price=48737.84]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=86, make=Ford, model=Explorer, color=Orange, year=1995, price=95643.62]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=178, make=Ford, model=Festiva, color=Green, year=1990, price=42782.03]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=436, make=Ford, model=Fairlane, color=Orange, year=1965, price=8713.74]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=330, make=Suzuki, model=Cultus, color=Puce, year=1985, price=29087.58]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=381, make=Pontiac, model=LeMans, color=Pink, year=1991, price=81316.7]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=462, make=Acura, model=TL, color=Violet, year=1997, price=80791.71]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=246, make=Volkswagen, model=Golf, color=Fuscia, year=2000, price=61755.48]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=249, make=Dodge, model=Ram Van 2500, color=Aquamarine, year=1998, price=65331.88]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=438, make=Buick, model=Skylark, color=Fuscia, year=1985, price=79220.69]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=463, make=Audi, model=riolet, color=Maroon, year=1998, price=51522.02]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=765, make=Mercury, model=Topaz, color=Fuscia, year=1989, price=23466.83]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=292, make=BMW, model=5 Series, color=Indigo, year=1993, price=29787.38]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=788, make=Mercury, model=Cougar, color=Violet, year=1967, price=57801.81]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=53, make=Isuzu, model=Space, color=Orange, year=1994, price=94241.06]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=124, make=Oldsmobile, model=Cutlass Cruiser, color=Khaki, year=1993, price=65956.2]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=674, make=Jeep, model=Cherokee, color=Violet, year=2000, price=51102.7]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=195, make=Chevrolet, model=Corvette, color=Pink, year=1954, price=54031.35]Error Message is [This model is old. We are not accept this model!!!]"
